Rigid Short Tight;Rigid Short Large;Rigid Long Tight;Rigid Long Large;Intermediate Short Tight;Intermediate Short Large;Intermediate Long Tight;Intermediate Long Large;Deformable Short Tight;Deformable Short Large;Deformable Long Tight;Deformable Long Large
0.480395456155141;0.60600285096602;0.455899874369303;0.405271530151367;0.502538355914029;0.523477727716619;0.696635603904724;0.51733257373174;0.471318085988363;0.65639724334081;0.466836790243785;0.435007030313665
0.481107299978083;0.458920697371165;0.441187728535045;0.438605447610219;0.484643260637919;0.460119810971347;0.497352838516235;0.562368969122569;0.481115937232971;0.485677937666575;0.530396302541097;0.468193400989879
0.545310020446777;0.578991651535034;0.493614474932353;0.491877516110738;0.552072683970133;0.678184487602927;0.593572334809737;0.557439347108205;0.55142862146551;0.583850687200373;0.535805702209473;0.532219926516215
0.440376500288645;0.502795501188798;0.575688362121582;0.536161402861277;0.48785458911549;0.353496139699763;0.540719707806905;0.445189793904622;0.578589526089755;0.484534561634064;0.46109131971995;0.402461310227712
0.628952741622925;0.667125006516775;0.599281852895563;0.535619714043357;0.575689613819122;0.584446972066706;0.56888089577357;0.531010270118713;0.699862162272135;0.593792395158248;0.580734729766846;0.619675592942671
0.506312688191732;0.473129857670177;0.444319069385529;0.478222305124456;0.476061820983887;0.529592990875244;0.542773723602295;0.445499102274577;0.505533760244196;0.545124617489901;0.559236645698547;0.47340423410589
0.492959161599477;0.450311064720154;0.441176847978072;0.417186200618744;0.460399779406461;0.510343750317891;0.427010615666707;0.47360368569692;0.465411121195013;0.450901811773127;0.461099841377952;0.434043212370439
0.417276203632355;0.396034305745905;0.415427641435103;0.442828238010406;0.477070530255636;0.376908454028043;0.395756244659424;0.450708190600077;0.554226815700531;0.462329517711293;0.432301938533783;0.435192758386785
0.572080214818319;0.593234479427338;0.543689034201882;0.485582134940407;0.595766107241313;0.707199508493597;0.713119665781657;0.542978862921397;0.603178938229879;0.560154979879206;0.561232783577659;0.506318390369415
0.61085170507431;0.551888644695282;0.5116299589475;0.460366249084473;0.566040754318237;0.496232704682784;0.486720820267995;0.483423839915882;0.571574102748524;0.550915022691091;0.51275110244751;0.503359496593475
0.594962575218894;0.596960002725775;0.60530549287796;0.666254607113925;0.600909449837425;0.547319193681081;0.579215268294016;0.549920862371271;0.631883800029755;0.544969081878662;0.550440484827215;0.559563179810842
0.585463632236828;0.53211836381392;0.531327625115713;0.513913371346214;0.60547347502275;0.538948210802945;0.511647072705356;0.494121248071844;0.613704377954656;0.624440084804188;0.559265548532659;0.542430140755393
0.464363488284024;0.472598989804586;0.41298491304571;0.434150977568193;0.431620554490523;0.39829675356547;0.381836631081321;0.437261939048767;0.420538490468805;0.414172996174205;0.411636417562311;0.412545030767267
0.594278653462728;0.524944424629211;0.630688508351644;0.579847971598307;0.649972259998322;0.530433436234792;0.6403861840566;0.513554016749064;0.575529714425405;0.61068856716156;0.564665496349335;0.545598550276323
0.450977027416229;0.408607562383016;0.381797378713434;0.440877502614802;0.457198164679787;0.420936541123824;0.425431509812673;0.413448073647239;0.490724484125773;0.490121234547008;0.433811763922373;0.415365755558014
0.586857557296753;0.590299411253496;0.583864589532216;0.55631822347641;0.583575844764709;0.550684343684803;0.534949606115168;0.55612188577652;0.693305134773254;0.518611550331116;0.637597580750783;0.630534787972768
0.550573392347856;0.532173355420431;0.530573584816673;0.532201875339855;0.527420560518901;0.555758277575175;0.524391631285349;0.47850376367569;0.621335376392711;0.587556904012507;0.542837063471476;0.582747220993042
0.469272534052531;0.507677425037731;0.567955667322332;0.704360743363698;0.771289269129435;0.526402453581492;0.538807332515717;0.581691091710871;0.575010716915131;0.545701893893155;0.638604482014974;0.502413749694824
0.418809695677324;0.450531330975619;0.393669020045887;0.418324752287431;0.430716852347056;0.441880544026693;0.396224757035573;0.402605576948686;0.4294602654197;0.458329959349199;0.427303704348477;0.42283833026886
